Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
3148,22563,5/20/2012,Critical,32,251.51,0.06,Regular Air,-9.78,7.7,3.68,Laurel Workman,Alberta,West,Home Office,Furniture,Office Furnishings,Deflect-O® Glasstique Clear Desk Accessories,Wrap Bag,0.52,5/23/2012
3553,25318,11/19/2011,Critical,1,3.2,0.09,Regular Air,-3.16,1.88,1.49,Ken Dana,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,11/21/2011
3762,26881,8/1/2009,Low,26,10692.97,0.05,Delivery Truck,-410.39,424.21,110.2,Ken Dana,Alberta,West,Small Business,Furniture,Tables,Bush Advantage Collection® Racetrack Conference Table,Jumbo Box,0.67,8/5/2009
3764,26887,5/15/2011,Critical,23,193.84,0.07,Express Air,-117.1,8.04,8.94,Adam Bellavance,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,5/15/2011
4186,29761,7/3/2012,Medium,19,123.67,0.03,Regular Air,-34.17,6.24,5.22,Ken Dana,Alberta,West,Corporate,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,7/5/2012
4462,31810,5/21/2009,Critical,46,355.55,0.03,Regular Air,-166.74,7.28,7.98,Lisa Ryan,Alberta,West,Home Office,Furniture,Office Furnishings,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,0.42,5/21/2009
5131,36548,10/30/2010,Low,8,44.99,0.06,Regular Air,-40.43,4.98,7.54,Max Engle,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1961,Small Box,0.38,11/1/2010
5581,39585,12/29/2011,Not Specified,32,166.17,0.01,Regular Air,-22.74,5.08,3.63,Max Engle,Alberta,West,Corporate,Furniture,Office Furnishings,"Master Caster Door Stop, Gray",Wrap Bag,0.51,12/30/2011
6062,42949,5/21/2009,Not Specified,40,202.11,0.08,Regular Air,-17.49,5.0,3.39,Adam Bellavance,Alberta,West,Small Business,Office Supplies,Rubber Bands,Advantus Plastic Paper Clips,Wrap Bag,0.37,5/22/2009
6063,42949,5/21/2009,Not Specified,49,630.99,0.07,Regular Air,-114.64,12.99,9.44,Adam Bellavance,Alberta,West,Small Business,Technology,Office Machines,Hewlett Packard 6S Scientific Calculator,Medium Box,0.39,5/23/2009
6075,43044,10/17/2009,Medium,23,103.5,0.06,Regular Air,-73.07,4.24,5.41,Laurel Workman,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,10/19/2009
6076,43044,10/17/2009,Medium,3,19707.2,0.04,Regular Air,-12558.0,6783.02,24.49,Laurel Workman,Alberta,West,Home Office,Technology,Office Machines,Polycom ViewStation ISDN Videoconferencing Unit,Large Box,0.39,10/19/2009
6467,46048,12/11/2012,Medium,35,447.25,0.08,Regular Air,-15.92,13.48,4.51,Laurel Workman,Alberta,West,Home Office,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,12/13/2012
6793,48416,7/6/2009,Not Specified,23,167.66,0.01,Regular Air,-15.48,6.68,4.91,Ken Dana,Alberta,West,Small Business,Office Supplies,Paper,Xerox 1986,Small Box,0.37,7/8/2009
6968,49798,12/8/2012,Critical,5,1424.95,0.09,Delivery Truck,-517.83,280.98,57.0,Lisa Ryan,Alberta,West,Home Office,Furniture,Chairs & Chairmats,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,12/9/2012
7073,50470,8/23/2010,Low,38,827.83,0.09,Regular Air,-57.73,22.99,8.99,Ken Dana,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,0.57,8/28/2010
7418,52900,5/20/2011,High,16,101.14,0.0,Regular Air,-32.62,5.98,5.46,Helen Wasserman,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1983,Small Box,0.36,5/22/2011
8070,57572,7/12/2011,Medium,30,139.08,0.1,Regular Air,-120.04,4.98,4.62,Helen Wasserman,Alberta,West,Home Office,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.64,7/14/2011
8071,57572,7/12/2011,Medium,9,75.28,0.0,Regular Air,-17.22,7.64,5.83,Helen Wasserman,Alberta,West,Home Office,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,7/13/2011
8097,57766,4/30/2010,High,17,517.98,0.05,Regular Air,-85.32,30.53,19.99,Julia Dunbar,Alberta,West,Consumer,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Small Box,0.39,5/3/2010
8204,58658,6/11/2012,Medium,7,883.23,0.09,Delivery Truck,-404.36,120.98,58.64,Julia Dunbar,Alberta,West,Consumer,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Jumbo Box,0.75,6/12/2012
8205,58658,6/11/2012,Medium,41,917.25,0.01,Regular Air,-103.75,20.97,6.5,Julia Dunbar,Alberta,West,Consumer,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,6/12/2012
8272,59139,1/29/2011,Critical,38,189.49,0.09,Regular Air,-13.71,5.34,2.99,Helen Wasserman,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,1/30/2011
8391,59942,2/8/2009,Medium,47,714.46,0.07,Regular Air,-268.65,15.98,8.99,Max Engle,Alberta,West,Corporate,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.64,2/10/2009
747,5350,10/9/2010,Low,39,434.73,0.03,Regular Air,-12.2,11.33,6.12,Carl Weiss,Alberta,West,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Medium Box,0.42,10/11/2010
943,6850,2/11/2010,High,8,81.56,0.08,Regular Air,-7.23,10.01,1.99,Chuck Clark,Alberta,West,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD-R,Small Pack,0.41,2/11/2010
946,6850,2/11/2010,High,26,3753.72,0.05,Delivery Truck,-556.25,138.75,52.42,Chuck Clark,Alberta,West,Corporate,Furniture,Tables,Balt Split Level Computer Training Table,Jumbo Box,0.74,2/12/2010
1028,7488,5/3/2012,Critical,9,26.09,0.08,Regular Air,-1.76,2.84,0.93,Chuck Clark,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent Tank-Style Highlighters,Wrap Bag,0.54,5/4/2012
1804,12902,10/29/2010,Not Specified,30,3645.45,0.04,Delivery Truck,-765.5,120.98,56.7,Daniel Byrd,Alberta,West,Home Office,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Jumbo Box,0.68,10/31/2010
2790,20128,8/31/2009,Not Specified,5,515.22,0.03,Regular Air,-152.54,95.43,19.99,Chuck Clark,Alberta,West,Corporate,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus Storage Drawers,Small Box,0.79,9/2/2009
2861,20642,5/19/2012,High,47,1078.98,0.02,Delivery Truck,-1637.52,20.98,45.0,Darren Koutras,Alberta,West,Consumer,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum,0.61,5/19/2012
3486,24804,5/27/2011,Not Specified,20,211.42,0.0,Regular Air,-113.52,9.71,9.45,Roland Murray,Alberta,West,Home Office,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,5/29/2011
3971,28357,5/21/2010,Not Specified,50,390.46,0.02,Regular Air,-171.17,7.3,7.72,Daniel Byrd,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,5/22/2010
4356,31043,7/15/2009,High,3,221.4675,0.0,Regular Air,-302.23,85.99,3.3,Bobby Odegard,Alberta,West,Corporate,Technology,Telephones and Communication,Accessory20,Small Pack,0.37,7/16/2009
4547,32355,5/20/2009,Not Specified,34,211.86,0.01,Regular Air,-239.32,5.94,9.92,Daniel Byrd,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Storex Dura Pro Binders,Small Box,0.38,5/23/2009
4548,32355,5/20/2009,Not Specified,50,355.03,0.0,Regular Air,-33.31,6.48,5.11,Daniel Byrd,Alberta,West,Home Office,Office Supplies,Paper,Xerox 231,Small Box,0.37,5/22/2009
4735,33700,4/7/2011,Low,36,260.13,0.0,Regular Air,-133.98,6.48,8.19,Chuck Clark,Alberta,West,Corporate,Office Supplies,Paper,Xerox 217,Small Box,0.37,4/11/2011
5018,35811,1/3/2012,Critical,6,10.39,0.1,Regular Air,-3.24,1.76,0.7,Chuck Clark,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,1/5/2012
5435,38598,8/15/2009,Low,27,451.52,0.01,Regular Air,-70.52,15.99,11.28,Chloris Kastensmidt,Alberta,West,Consumer,Technology,Office Machines,"210 Trimline Phone, White",Medium Box,0.38,8/22/2009
6199,43909,1/7/2009,High,46,737.25,0.08,Regular Air,-199.13,15.99,13.18,Chloris Kastensmidt,Alberta,West,Consumer,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,1/8/2009
8038,57412,7/13/2009,Low,34,223.499,0.06,Regular Air,-122.13,7.99,5.03,Carl Weiss,Alberta,West,Consumer,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,7/13/2009
879,6310,5/3/2009,Not Specified,27,216.95,0.08,Regular Air,-88.82,8.09,7.96,Katharine Harms,Alberta,West,Consumer,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black",Small Box,0.49,5/4/2009
1321,9664,4/7/2010,High,13,88.38,0.06,Regular Air,-64.95,6.48,8.4,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,Paper,Xerox 212,Small Box,0.37,4/10/2010
1545,11168,10/21/2012,Critical,35,182.86,0.0,Regular Air,-106.27,4.82,5.72,Lisa Hazard,Alberta,West,Home Office,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,10/23/2012
1901,13607,11/18/2010,Critical,13,315.29,0.0,Regular Air,-361.82,20.34,35.0,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.84,11/20/2010
2047,14597,8/30/2010,Critical,41,320.42,0.03,Express Air,-66.37,7.68,6.16,Lauren Leatherbury,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35,8/31/2010
2048,14597,8/30/2010,Critical,35,266.64,0.07,Regular Air,-36.76,7.96,4.95,Lauren Leatherbury,Alberta,West,Corporate,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,8/31/2010
2102,15015,11/25/2010,High,47,306.77,0.03,Regular Air,-102.06,6.24,5.22,Matthew Grinstein,Alberta,West,Small Business,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,11/26/2010
2416,17539,9/15/2011,Not Specified,10,1529.3115,0.1,Regular Air,-491.26,195.99,8.99,Pauline Webber,Alberta,West,Consumer,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,9/16/2011
2492,18145,9/4/2010,Medium,47,270.32,0.06,Regular Air,-47.15,5.81,3.37,Lauren Leatherbury,Alberta,West,Corporate,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,9/5/2010
2709,19559,4/15/2010,High,31,260.77,0.01,Regular Air,-8.75,8.34,4.82,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,0.4,4/17/2010
3171,22818,5/22/2009,Critical,50,6277.75,0.1,Delivery Truck,-592.43,130.98,30.0,Mitch Gastineau,Alberta,West,Small Business,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,5/24/2009
3172,22818,5/22/2009,Low,19,360.24,0.08,Regular Air,-53.82,19.98,4.0,Mitch Gastineau,Alberta,West,Small Business,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,5/26/2009
3482,24801,11/15/2012,High,3,18.91,0.0,Regular Air,-16.35,3.89,7.01,Lisa Hazard,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,11/16/2012
3484,24801,11/15/2012,High,10,1024.165,0.02,Regular Air,-105.7,115.99,5.99,Lisa Hazard,Alberta,West,Home Office,Technology,Telephones and Communication,2160,Small Box,0.57,11/16/2012
3714,26529,1/28/2011,Low,17,201.72,0.05,Regular Air,-81.61,11.34,11.25,Pauline Webber,Alberta,West,Consumer,Office Supplies,Paper,Staples 1 Part Blank Computer Paper,Small Box,0.36,2/1/2011
3894,27780,10/20/2012,Critical,39,147.71,0.0,Regular Air,-30.25,3.68,1.32,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,10/20/2012
3904,27843,9/5/2010,Medium,26,139.61,0.01,Regular Air,-92.04,4.89,4.93,Lisa Hazard,Alberta,West,Home Office,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,9/7/2010
4030,28773,2/10/2011,Low,48,2174.419,0.05,Regular Air,-211.7,55.99,5.0,Mitch Gastineau,Alberta,West,Small Business,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2/17/2011
4324,30786,7/16/2012,Medium,4,72.72,0.06,Regular Air,-36.61,15.42,10.68,Quincy Jones,Alberta,West,Small Business,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58,7/17/2012
4461,31809,7/28/2010,High,1,15.0,0.1,Regular Air,-13.74,9.78,5.76,Lauren Leatherbury,Alberta,West,Corporate,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.35,7/30/2010
4910,34976,11/24/2012,Medium,45,4475.0,0.02,Delivery Truck,-1523.77,95.95,74.35,Lauren Leatherbury,Alberta,West,Home Office,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,11/26/2012
4911,34976,11/24/2012,Medium,29,168.2,0.08,Regular Air,-64.53,5.98,5.46,Lauren Leatherbury,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1983,Small Box,0.36,11/25/2012
5204,36994,6/17/2011,Critical,40,5264.48,0.03,Delivery Truck,-284.06,130.98,30.0,Mitch Gastineau,Alberta,West,Corporate,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,6/17/2011
5912,41921,2/23/2012,Medium,29,337.38,0.04,Express Air,-5.45,11.58,6.97,Katharine Harms,Alberta,West,Consumer,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,2/24/2012
6060,42945,12/29/2012,Not Specified,45,178.7,0.07,Regular Air,-164.92,3.95,5.13,Quincy Jones,Alberta,West,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.59,12/29/2012
6113,43301,8/21/2009,Critical,33,3537.84,0.0,Delivery Truck,-80.86,100.89,42.0,Matthew Grinstein,Alberta,West,Small Business,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Jumbo Drum,0.61,8/22/2009
6114,43301,8/21/2009,Critical,43,2221.2,0.01,Regular Air,-1127.22,48.91,35.0,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Large Box,0.83,8/23/2009
6460,45989,8/23/2010,High,26,148.12,0.08,Regular Air,-51.62,5.58,5.3,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box,0.35,8/23/2010
6965,49767,11/8/2010,Critical,7,50.47,0.08,Regular Air,-31.7,6.48,7.49,John Murray,Alberta,West,Small Business,Office Supplies,Paper,Xerox 220,Small Box,0.37,11/10/2010
7181,51239,2/23/2012,Low,48,4046.25,0.09,Delivery Truck,-1296.93,85.29,60.0,Katharine Harms,Alberta,West,Consumer,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Jumbo Drum,0.56,2/25/2012
7187,51269,1/12/2012,High,2,21.07,0.0,Regular Air,-10.43,8.69,2.99,Mitch Gastineau,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,1/13/2012
7188,51269,1/12/2012,Critical,20,430.41,0.08,Regular Air,-1.55,22.98,7.58,Mitch Gastineau,Alberta,West,Small Business,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,1/13/2012
7560,54084,9/10/2011,Critical,3,160.52,0.08,Delivery Truck,-69.66,50.98,14.19,Lauren Leatherbury,Alberta,West,Corporate,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,9/12/2011
7588,54307,1/8/2012,High,15,243.52,0.01,Regular Air,-59.64,14.89,13.56,Lauren Leatherbury,Alberta,West,Corporate,Furniture,Office Furnishings,Tensor Computer Mounted Lamp,Large Box,0.58,1/9/2012
7805,55845,7/21/2011,Low,29,4203.88,0.1,Delivery Truck,-865.88,150.98,66.27,Lauren Leatherbury,Alberta,West,Home Office,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,7/25/2011
7806,55846,7/20/2009,Not Specified,30,221.05,0.02,Regular Air,-66.38,7.1,6.05,Cari MacIntyre,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,7/20/2009
7982,57063,6/2/2011,Medium,26,173.78,0.06,Regular Air,-96.26,6.48,7.49,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,Paper,Xerox 220,Small Box,0.37,6/2/2011
7983,57063,6/2/2011,Medium,22,41.18,0.07,Regular Air,-0.64,1.88,0.79,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,Rubber Bands,Staples Pushpins,Wrap Bag,0.5,6/4/2011
7986,57093,5/2/2012,Low,3,18.97,0.05,Regular Air,-7.79,5.34,2.99,John Murray,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,5/9/2012
8304,59329,12/4/2012,Critical,35,128.12,0.08,Regular Air,-135.6,3.81,5.44,Cari MacIntyre,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,0.36,12/6/2012
8305,59329,12/4/2012,Critical,25,165.62,0.03,Regular Air,-64.72,6.24,5.22,Cari MacIntyre,Alberta,West,Corporate,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,12/4/2012
8306,59329,12/4/2012,Critical,41,214.23,0.01,Regular Air,-165.42,4.86,7.1,Cari MacIntyre,Alberta,West,Corporate,Furniture,Office Furnishings,"Eldon Imàge® Series Desk Accessories, Clear",Small Box,0.42,12/6/2012
8307,59329,12/4/2012,Critical,41,214.19,0.05,Regular Air,-66.06,4.98,4.7,Cari MacIntyre,Alberta,West,Corporate,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,12/5/2012
28,194,4/4/2012,Medium,49,329.03,0.1,Regular Air,-197.25,7.28,7.98,Maria Zettner,Alberta,West,Corporate,Furniture,Office Furnishings,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,0.42,4/6/2012
29,194,4/4/2012,Medium,6,20.19,0.04,Regular Air,-13.44,3.14,1.92,Maria Zettner,Alberta,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,4/6/2012
65,384,3/2/2012,Low,50,7666.04,0.02,Delivery Truck,-1820.84,146.05,80.2,Sonia Cooley,Alberta,West,Corporate,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,3/9/2012
120,774,12/3/2011,Critical,17,126.57,0.03,Regular Air,-752.13,4.48,49.0,Sibella Parks,Alberta,West,Small Business,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,Large Box,0.6,12/5/2011
163,1027,6/2/2012,Medium,19,1406.15,0.04,Delivery Truck,-379.1,70.98,46.74,Hallie Redmond,Alberta,West,Home Office,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box,0.56,6/4/2012
190,1280,1/10/2010,Low,40,827.27,0.05,Regular Air,-170.87,20.97,6.5,Harold Dahlen,Alberta,West,Corporate,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,1/10/2010
254,1764,3/24/2012,Critical,7,59.99,0.1,Regular Air,-13.78,8.34,4.82,Hallie Redmond,Alberta,West,Small Business,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,0.4,3/27/2012
262,1824,5/4/2009,Critical,2,17.06,0.09,Regular Air,-5.2,6.28,5.29,Becky Pak,Alberta,West,Corporate,Furniture,Office Furnishings,"Eldon® 200 Class Desk Accessories, Burgundy",Small Box,0.43,5/4/2009
358,2503,6/19/2010,Medium,21,91.15,0.03,Regular Air,-71.54,4.13,5.34,Maria Zettner,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,Small Box,0.38,6/20/2010
360,2503,6/19/2010,Medium,9,162.1545,0.08,Regular Air,-73.74,20.99,4.81,Maria Zettner,Alberta,West,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,6/21/2010
595,4069,5/12/2012,Medium,8,54.43,0.08,Regular Air,-31.63,6.48,6.74,Harold Dahlen,Alberta,West,Consumer,Office Supplies,Paper,Xerox 215,Small Box,0.37,5/14/2012
596,4069,5/12/2012,Medium,47,124.94,0.1,Express Air,-2.4,2.78,1.34,Harold Dahlen,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,5/12/2012
659,4645,9/19/2009,Critical,30,920.0,0.08,Regular Air,-45.07,30.73,4.0,Clytie Kelty,Alberta,West,Small Business,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,9/19/2009
660,4645,9/19/2009,Critical,7,104.2,0.05,Regular Air,-8.53,14.56,3.5,Clytie Kelty,Alberta,West,Small Business,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,9/21/2009
877,6304,8/11/2011,High,30,199.11,0.01,Regular Air,-83.33,6.48,6.65,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1966,Small Box,0.36,8/13/2011
935,6757,2/1/2012,Medium,11,2503.008,0.1,Delivery Truck,-298.62,286.85,61.76,Brooke Gillingham,Alberta,West,Small Business,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box,0.78,2/2/2012
1179,8614,6/4/2009,Low,13,1289.127,0.06,Regular Air,-16.34,115.99,5.92,Tom Boeckenhauer,Alberta,West,Corporate,Technology,Telephones and Communication,8890,Small Box,0.58,6/6/2009
1271,9249,5/19/2010,High,46,176.5,0.01,Regular Air,-119.35,3.57,4.17,Alejandro Ballentine,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,0.59,5/20/2010
1273,9249,5/19/2010,High,35,3457.56,0.02,Delivery Truck,-365.44,124.49,51.94,Alejandro Ballentine,Alberta,West,Small Business,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,5/21/2010
1318,9639,9/5/2010,Not Specified,47,1124.3,0.1,Delivery Truck,-335.22,25.98,14.36,Becky Pak,Alberta,West,Corporate,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,9/7/2010
1520,10981,5/14/2010,High,41,73.36,0.09,Regular Air,-94.95,1.86,2.58,Claire Good,Alberta,West,Home Office,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag,0.82,5/16/2010
1959,14016,7/11/2012,Low,9,1137.62,0.05,Delivery Truck,-284.68,124.49,51.94,Tom Boeckenhauer,Alberta,West,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,7/13/2012
2155,15428,2/9/2011,Critical,50,1444.96,0.09,Express Air,-6.34,29.1,4.0,Sibella Parks,Alberta,West,Small Business,Technology,Computer Peripherals,Acco Keyboard-In-A-Box®,Small Box,0.78,2/10/2011
2156,15428,2/9/2011,Critical,10,941.6215,0.01,Regular Air,-186.67,110.99,8.99,Sibella Parks,Alberta,West,Small Business,Technology,Telephones and Communication,LX 677,Small Box,0.57,2/12/2011
2488,18119,6/24/2009,Low,37,347.84,0.0,Regular Air,-99.25,8.74,8.29,Trudy Bell,Alberta,West,Consumer,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,6/26/2009
2527,18368,11/30/2012,Not Specified,3,212.91,0.0,Regular Air,-65.15,70.97,3.5,Alyssa Crouse,Alberta,West,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,12/2/2012
2529,18368,11/30/2012,Not Specified,3,5972.59,0.06,Delivery Truck,-4852.53,2036.48,14.7,Alyssa Crouse,Alberta,West,Corporate,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,Jumbo Drum,0.55,12/2/2012
2682,19424,4/9/2011,Not Specified,29,60.68,0.09,Regular Air,-115.71,1.98,4.77,Sibella Parks,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,4/9/2011
2684,19425,9/24/2012,Not Specified,34,210.24,0.0,Regular Air,-31.67,5.68,3.6,Cassandra Brandow,Alberta,West,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Preferred Stainless Steel Scissors,Small Pack,0.56,9/25/2012
2744,19812,4/2/2010,Low,3,1358.776,0.01,Delivery Truck,-163.2,550.98,45.7,Alex Russell,Alberta,West,Home Office,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Jumbo Box,0.71,4/7/2010
3340,23906,9/20/2010,Critical,37,321.02,0.1,Express Air,-11.88,8.67,3.5,Alyssa Crouse,Alberta,West,Corporate,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58,9/21/2010
3449,24583,8/9/2011,Critical,17,42.29,0.06,Regular Air,-85.27,2.16,6.05,Becky Pak,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box,0.37,8/12/2011
3884,27746,12/4/2010,Critical,3,87.09,0.1,Regular Air,-42.73,29.34,7.87,Jenna Caffey,Alberta,West,Consumer,Furniture,Office Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Small Box,0.54,12/5/2010
